,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alice Longbottom,Alicia Spinnet,Amelia Bones,Andromeda Tonks,Angelina Johnson,Anthony Goldstein,Antonin Dolohov,Arabella Figg,Argus Filch,Arthur Weasley,Augustus Rookwood,Bartemius Crouch Sr,Bellatrix Lestrange,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Dedalus Diggle,Dennis Creevey,Dilys Derwent,Dolores Umbridge,Draco Malfoy,Dudley Dursley,Elphias Doge,Emmeline Vance,Ernie Macmillan,Firenze,Fleur Delacour,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Hermione Granger,James Potter,Justin Finch-Fletchley,Katie Bell,Kingsley Shacklebolt,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Luna Lovegood,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marietta Edgecombe,Marjorie Dursley,Mary Cattermole,Mary Riddle,Michael Corner,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Newt Scamander,Nymphadora Tonks,Oliver Wood,Olympe Maxime,Padma Patil,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Rabastan Lestrange,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Rodolphus Lestrange,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sturgis Podmore,Susan Bones,Sybill Patricia Trelawney,Ted Tonks,Terry Boot,Theodore Nott,Tom Riddle,Vernon Dursley,Viktor Krum,Wilhelmina Grubbly-Plank,William Weasley,Zacharias Smith
Mafalda Hopkirk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marietta Edgecombe,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marjorie Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Michael Corner,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,13.0,0.0,0.0,0.0,2.0,33.0,10.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,21.0,5.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
Millicent Bulstrode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.0,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,4.0,5.0,1.0,1.0,0.0,53.0,6.0,13.0,0.0,0.0,2.0,1.0,1.0,13.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Molly Weasley,1.0,12.0,10.0,12.0,2.0,5.0,1.0,23.0,2.0,2.0,0.0,0.0,2.0,693.0,1.0,0.0,0.0,0.0,663.0,1.0,2.0,5.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,710.0,698.0,5.0,685.0,5.0,1.0,1.0,2.0,170.0,38.0,8.0,1.0,7.0,9.0,3.0,3.0,8.0,4.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,16.0,6.0,4.0,0.0,23.0,0.0,0.0,2.0,0.0,2.0,671.0,0.0,2.0,13.0,0.0,12.0,30.0,0.0,0.0,721.0,0.0,0.0,4.0,57.0,0.0,2.0,1.0,0.0,23.0,2.0,0.0,0.0,3.0,0.0,0.0,673.0,0.0
Mundungus Fletcher,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Narcissa Malfoy,0.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,222.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,10.0,12.0,0.0,7.0,3.0,16.0,16.0,2.0,84.0,10.0,16.0,1.0,3.0,0.0,0.0,0.0,16.0,5.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,6.0,1.0,6.0,2.0,0.0,1.0,13.0,4.0,0.0,9.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
Neville Longbottom,2.0,3.0,0.0,3.0,36.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,8.0,0.0,4.0,4.0,4.0,0.0,11.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,33.0,6.0,6.0,0.0,30.0,6.0,1.0,1.0,2.0,106.0,43.0,5.0,1.0,4.0,1.0,7.0,2.0,5.0,0.0,6.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,4.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,41.0,1.0,7.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nymphadora Tonks,0.0,3.0,10.0,3.0,0.0,0.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,19.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,2.0,22.0,0.0,0.0,15.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Oliver Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olympe Maxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Padma Patil,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,4.0,7.0,4.0,2.0,2.0,4.0,0.0,5.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,7.0,5.0,0.0,0.0,4.0,14.0,9.0,2.0,2.0,4.0,0.0,22.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Percy Weasley,1.0,11.0,6.0,11.0,2.0,5.0,1.0,12.0,2.0,2.0,0.0,1.0,2.0,491.0,0.0,4.0,0.0,0.0,470.0,1.0,2.0,9.0,1.0,0.0,2.0,1.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,501.0,493.0,3.0,484.0,6.0,1.0,1.0,2.0,139.0,26.0,10.0,1.0,7.0,10.0,2.0,3.0,9.0,7.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,671.0,8.0,6.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,6.0,15.0,0.0,0.0,515.0,0.0,0.0,3.0,31.0,0.0,1.0,1.0,0.0,12.0,2.0,0.0,0.0,3.0,0.0,0.0,478.0,0.0
Peter Pettigrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0
Phineas Nigellus Black,1.0,11.0,3.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,9.0,0.0,7.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,8.0,5.0,1.0,1.0,0.0,62.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,173.0,3.0,0.0,3.0,13.0,6.0,0.0,6.0,202.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Rabastan Lestrange,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regulus Arcturus Black,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,9.0,0.0,6.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,7.0,3.0,1.0,1.0,0.0,40.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,173.0,3.0,0.0,3.0,0.0,3.0,12.0,6.0,0.0,6.0,199.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Remus Lupin,0.0,7.0,14.0,7.0,0.0,3.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,2.0,51.0,5.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,1.0,2.0,3.0,0.0,22.0,0.0,0.0,2.0,0.0,2.0,15.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,17.0,4.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
Rita Skeeter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodolphus Lestrange,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Weasley,6.0,26.0,8.0,27.0,5.0,10.0,1.0,15.0,14.0,2.0,0.0,0.0,9.0,522.0,0.0,1.0,2.0,1.0,498.0,9.0,2.0,5.0,10.0,0.0,2.0,3.0,27.0,15.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,567.0,553.0,4.0,565.0,28.0,4.0,4.0,6.0,535.0,321.0,11.0,1.0,14.0,8.0,12.0,4.0,11.0,12.0,15.0,30.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,21.0,0.0,12.0,721.0,11.0,13.0,41.0,0.0,15.0,5.0,0.0,3.0,4.0,7.0,515.0,0.0,1.0,13.0,1.0,12.0,17.0,0.0,1.0,0.0,23.0,9.0,15.0,55.0,4.0,5.0,1.0,7.0,15.0,2.0,0.0,1.0,3.0,1.0,0.0,508.0,7.0
Rubeus Hagrid,0.0,12.0,2.0,13.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,93.0,53.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
